regime,target_delta,horizon,method,n_replications,percent_change_mean,percent_change_se,test_w2_mean,test_w2_se,loss_ratio_mean,loss_ratio_se,repair_rate,start_reference_distance,end_reference_distance,percent_change_ci_low,percent_change_ci_high,test_w2_ci_low,test_w2_ci_high,loss_ratio_ci_low,loss_ratio_ci_high
stable,0.6,3,euclidean,100,2.681311903106506,0.2979831383117691,0.24931856642778422,0.0025187025061388407,0.8601274891742601,0.005336241609356471,0.01,0.599999999999999,0.599999999999999,2.0972649520154385,3.2653588541975735,0.2443819095157521,0.2542552233398163,0.8496684556199214,0.8705865227285987
stable,0.6,3,cholesky,100,2.054384695025249,0.2872730027742815,0.24783153930141735,0.0025353923213478147,0.8548587468023895,0.005247655165563218,0.0,0.599999999999999,0.599999999999999,1.4913296095876574,2.617439780462841,0.24286217035157565,0.25280090825125906,0.8445733426778855,0.8651441509268935
stable,0.6,3,log_euclidean,100,2.3190612647383575,0.24630343543958616,0.24852656964194308,0.002570870774772035,0.8572732872126685,0.005451202722538042,0.0,0.599999999999999,0.599999999999999,1.8363065312767686,2.801815998199946,0.24348766292338989,0.25356547636049626,0.8465889298764939,0.867957644548843
stable,0.6,3,fixed,100,0.0,0.0,0.24287896072198528,0.002445850670485991,0.8384242969020211,0.005899718954831236,0.0,0.599999999999999,0.599999999999999,0.0,0.0,0.23808509340783274,0.24767282803613783,0.8268608477505519,0.8499877460534904
stable,0.6,3,local,100,0.4892717923759943,0.06347525311187238,0.24413866217173458,0.0025410831934941725,0.8427112100800032,0.006239473621231418,0.0,0.599999999999999,0.599999999999999,0.3648602962767244,0.6136832884752641,0.239158139112486,0.24911918523098314,0.8304818417823896,0.8549405783776167
stable,0.6,6,persistence,100,49.09094506573817,1.2196569157556583,0.3948899579182428,0.0038953246708227918,1.0,0.0,0.0,0.599999999999999,0.599999999999999,46.70041751085708,51.48147262061926,0.3872551215634301,0.40252479427305543,1.0,1.0
stable,0.6,6,euclidean,100,1.7056635574782972,0.24281318485918915,0.2707849827845515,0.003232227895626585,0.6862612709968283,0.005286373017933805,0.01,0.599999999999999,0.599999999999999,1.2297497151542864,2.181577399802308,0.2644498161091234,0.2771201494599796,0.675899979881678,0.6966225621119786
stable,0.6,6,cholesky,100,2.6211524087867573,0.22142722461415604,0.27326465146271284,0.003286518923184207,0.6926043713412979,0.005501261820215133,0.0,0.599999999999999,0.599999999999999,2.1871550485430116,3.055149769030503,0.2668230743732718,0.2797062285521539,0.6818218981736762,0.7033868445089196
stable,0.6,6,log_euclidean,100,2.2214196224324696,0.20778178347717388,0.27229442418252126,0.0033569389019697735,0.6900095412086642,0.005606520345732659,0.0,0.599999999999999,0.599999999999999,1.8141673268172087,2.6286719180477305,0.2657148239346605,0.278874024430382,0.6790207613310282,0.7009983210863002
stable,0.6,6,fixed,100,0.0,0.0,0.26626893964645043,0.003164167209325142,0.675267713612476,0.005653262120383458,0.0,0.599999999999999,0.599999999999999,0.0,0.0,0.2600671719161732,0.2724707073767277,0.6641873198565243,0.6863481073684276
